"FishID","fish_id","gra_2002","gra_2003","gra_2004","gra_2005","gra_2006","gra_2007","gra_2008","gra_2009","gra_2010","gra_2011","gra_2012","gra_2013","gra_2014","gra_2015","gra_2016","gra_2017","gra_2018","gra_2019","gra_2020","gra_2021"
292056,10821,0.0176991150442478,0.0176991150442478,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0,0,0,0,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.0176991150442478,0.0176991150442478,0.0176991150442478,0.0530973451327434
292058,10822,0,0,0,0,0,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.0176991150442478
292251,10823,0.71551724137931,0.698275862068966,0.612068965517241,0.560344827586207,0.525862068965517,0.456896551724138,0.396551724137931,0.344827586206897,0.318965517241379,0.344827586206897,0.275862068965517,0.327586206896552,0.25,0.224137931034483,0.232758620689655,0.181034482758621,0.353448275862069,0.413793103448276,0.413793103448276,0.689655172413793
292252,10824,0.965811965811966,0.88034188034188,0.743589743589744,0.658119658119658,0.564102564102564,0.444444444444444,0.367521367521368,0.264957264957265,0.341880341880342,0.41025641025641,0.324786324786325,0.41025641025641,0.41025641025641,0.401709401709402,0.401709401709402,0.341880341880342,0.52991452991453,0.452991452991453,0.504273504273504,0.803418803418803
292254,10825,0.0434782608695652,0.0347826086956522,0.0173913043478261,0.0173913043478261,0.00869565217391304,0.00869565217391304,0.00869565217391304,0,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.139130434782609
292257,10826,1,0.905172413793103,0.793103448275862,0.732758620689655,0.698275862068966,0.71551724137931,0.681034482758621,0.646551724137931,0.681034482758621,0.71551724137931,0.655172413793103,0.629310344827586,0.603448275862069,0.646551724137931,0.689655172413793,0.637931034482759,0.698275862068966,0.71551724137931,0.71551724137931,0.939655172413793
292258,10827,1,0.991379310344828,0.991379310344828,1,1,1,1,1,0.974137931034483,0.991379310344828,0.982758620689655,0.982758620689655,0.931034482758621,0.956896551724138,0.948275862068966,0.913793103448276,0.896551724137931,0.896551724137931,0.896551724137931,0.939655172413793
292260,10828,0.96551724137931,1,1,1,1,0.991379310344828,0.991379310344828,0.974137931034483,0.96551724137931,0.96551724137931,0.939655172413793,0.922413793103448,0.931034482758621,0.939655172413793,0.862068965517241,0.862068965517241,0.836206896551724,0.827586206896552,0.827586206896552,0.844827586206897
292266,10829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292269,10830,0.491228070175439,0.43859649122807,0.456140350877193,0.491228070175439,0.421052631578947,0.421052631578947,0.394736842105263,0.394736842105263,0.307017543859649,0.184210526315789,0.166666666666667,0.12280701754386,0.201754385964912,0.271929824561404,0.289473684210526,0.271929824561404,0.307017543859649,0.333333333333333,0.307017543859649,0.403508771929825
292277,10831,0.189655172413793,0.146551724137931,0.181034482758621,0.172413793103448,0.198275862068966,0.163793103448276,0.172413793103448,0.163793103448276,0.137931034482759,0.0862068965517241,0.0431034482758621,0.0517241379310345,0.0258620689655172,0.0431034482758621,0.0431034482758621,0.0431034482758621,0.0431034482758621,0.0603448275862069,0.0172413793103448,0.0258620689655172
292283,10832,0.913793103448276,0.887931034482759,0.870689655172414,0.870689655172414,0.853448275862069,0.793103448275862,0.71551724137931,0.724137931034483,0.758620689655172,0.681034482758621,0.629310344827586,0.577586206896552,0.53448275862069,0.594827586206897,0.577586206896552,0.568965517241379,0.603448275862069,0.594827586206897,0.379310344827586,0.577586206896552
292287,10833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
